Relation;Object;Related Term
IsA;ballot_box;election_evidence
UsedFor;ballot_box;vote_manipulation
Causes;alcohol_abuse;liver_damage
IsA;alcohol_abuse;substance_abuse_evidence
UsedFor;alcohol_abuse;date_rape_facilitation
AtLocation;primitive_weapon;archaeological_site
CapableOf;primitive_weapon;inflict_blunt_force
Causes;primitive_weapon;blunt_force_trauma
HasA;primitive_weapon;sharp_edge
IsA;primitive_weapon;homicide_weapon
UsedFor;primitive_weapon;cave_man_attack
AtLocation;dna;crime_scene_laboratory
CapableOf;dna;identifying_suspects
Causes;dna;genetic_profiling
HasA;dna;genetic_markers
HasProperty;dna;degraded_samples
IsA;dna;biological_evidence
LocatedNear;dna;bloodstains
UsedFor;dna;forensic_analysis
AtLocation;bed;crime_scene_bedroom
HasA;bed;hidden_storage
LocatedNear;bed;victim_clothing
UsedFor;bed;concealing_evidence
AtLocation;atomic_weapon;high_security_facility
CapableOf;atomic_weapon;mass_destruction
Causes;atomic_weapon;radiation_poisoning
HasA;atomic_weapon;nuclear_warhead
MadeOf;atomic_weapon;enriched_uranium
UsedFor;atomic_weapon;coercive_diplomacy
AtLocation;computer_monitor;cybercrime_laboratory
HasA;computer_monitor;encrypted_data_storage
LocatedNear;computer_monitor;hacking_tools
UsedFor;computer_monitor;monitoring_surveillance_feeds
AtLocation;household_furnishings;burglary_scene
HasA;household_furnishings;concealed_compartments
LocatedNear;household_furnishings;stolen_goods
UsedFor;household_furnishings;hiding_illicit_substances
AtLocation;window_covering;crime_scene
CapableOf;window_covering;obstructing_view
HasA;window_covering;hidden_storage
HasProperty;window_covering;torn_fabric
IsA;window_covering;physical_evidence
LocatedNear;window_covering;broken_glass
UsedFor;window_covering;concealment
AtLocation;firearm;evidence_locker
CapableOf;firearm;inflicting_gunshot_wounds
Causes;firearm;penetrating_trauma
HasA;firearm;silencer_attachment
HasProperty;firearm;fingerprint_residue
IsA;firearm;lethal_weapon
LocatedNear;firearm;spent_casings
PartOf;firearm;homicide_kit
UsedFor;firearm;intimidation
AtLocation;plumbing_tool;burglary_scene
CapableOf;plumbing_tool;picking_locks
HasA;plumbing_tool;hidden_pouch
IsA;plumbing_tool;burglary_tool
LocatedNear;plumbing_tool;forced_entry
UsedFor;plumbing_tool;gaining_unauthorized_access
AtLocation;auto_body;accident_scene
CapableOf;auto_body;concealing_evidence
HasA;auto_body;secret_compartment
HasProperty;auto_body;crash_damage
IsA;auto_body;vehicle_evidence
LocatedNear;auto_body;skid_marks
PartOf;auto_body;smuggling_operation
UsedFor;auto_body;transporting_illicit_goods
AtLocation;tracked_vehicle;surveillance_area
CapableOf;tracked_vehicle;tracking_suspects
HasA;tracked_vehicle;gps_device
HasProperty;tracked_vehicle;altered_vin
IsA;tracked_vehicle;stolen_vehicle
LocatedNear;tracked_vehicle;abandoned_vehicle
PartOf;tracked_vehicle;organized_crime_ring
UsedFor;tracked_vehicle;smuggling_operations
AtLocation;submachine_gun;crime_scene
CapableOf;submachine_gun;penetrate_body_armor
Causes;submachine_gun;mass_casualties
HasA;submachine_gun;silencer_attachment
HasProperty;submachine_gun;fully_automatic
IsA;submachine_gun;assault_weapon
LocatedNear;submachine_gun;shell_casings
MadeOf;submachine_gun;high_carbon_steel
PartOf;submachine_gun;terrorist_cell
UsedFor;submachine_gun;armed_robbery
AtLocation;trash_compactor;crime_scene_waste_management
CapableOf;trash_compactor;destroy_evidence
Causes;trash_compactor;fatal_crushing
HasA;trash_compactor;hydraulic_crushing_system
HasProperty;trash_compactor;high_pressure_compaction
IsA;trash_compactor;homicide_tool
LocatedNear;trash_compactor;victim_remains
MadeOf;trash_compactor;heavy_duty_steel
PartOf;trash_compactor;illegal_waste_disposal
UsedFor;trash_compactor;body_disposal
AtLocation;comforter;abduction_scene
CapableOf;comforter;restrain_victim
HasA;comforter;hidden_restraint_system
HasProperty;comforter;torn_fabric
IsA;comforter;kidnapping_evidence
LocatedNear;comforter;victim_clothing
UsedFor;comforter;victim_confinement
AtLocation;pyrophosphoric_acid;illicit_laboratory
CapableOf;pyrophosphoric_acid;dissolve_bone
Causes;pyrophosphoric_acid;severe_burns
HasProperty;pyrophosphoric_acid;high
IsA;pyrophosphoric_acid;destructive_agent
LocatedNear;pyrophosphoric_acid;hazardous_waste
UsedFor;pyrophosphoric_acid;evidence_tampering
AtLocation;motor_vehicle;crime_scene
CapableOf;motor_vehicle;high_speed_pursuit
Causes;motor_vehicle;fatal_collision
HasA;motor_vehicle;hidden_compartment
HasProperty;motor_vehicle;stolen
IsA;motor_vehicle;getaway_vehicle
LocatedNear;motor_vehicle;abandoned_body
UsedFor;motor_vehicle;smuggling
AtLocation;fire_truck;arson_scene
CapableOf;fire_truck;rescue_operations
HasA;fire_truck;emergency_equipment
IsA;fire_truck;first_responder_vehicle
LocatedNear;fire_truck;burned_building
UsedFor;fire_truck;emergency_response
AtLocation;towed_weapon;military_base
CapableOf;towed_weapon;long_range_attack
Causes;towed_weapon;mass_destruction
HasA;towed_weapon;guidance_system
IsA;towed_weapon;military_equipment
LocatedNear;towed_weapon;enemy_position
UsedFor;towed_weapon;covert_operation
AtLocation;biological_bomb;high_risk_facility
CapableOf;biological_bomb;mass_infection
Causes;biological_bomb;pandemic
HasA;biological_bomb;viral_agent
IsA;biological_bomb;bioterrorism_agent
LocatedNear;biological_bomb;contaminated_area
UsedFor;biological_bomb;biological_warfare
AtLocation;radiological_weapon;nuclear_facility
CapableOf;radiological_weapon;mass_radiation
Causes;radiological_weapon;nuclear_fallout
HasA;radiological_weapon;radioactive_material
IsA;radiological_weapon;nuclear
LocatedNear;radiological_weapon;radiation_hotspot
UsedFor;radiological_weapon;nuclear_deterrence
AtLocation;hydroazoic_acid;hazardous_waste_facility
CapableOf;hydroazoic_acid;explosive_detonation
Causes;hydroazoic_acid;toxic_exposure
HasProperty;hydroazoic_acid;corrosive
IsA;hydroazoic_acid;highly_reactive_substance
UsedFor;hydroazoic_acid;illicit_chemical_synthesis
AtLocation;money;crime_scene_evidence
PartOf;money;money_laundering_operation
UsedFor;money;bribery
AtLocation;metalworking_tool;forensic_lab
CapableOf;metalworking_tool;evidence_tampering
HasA;metalworking_tool;hidden_compartment
IsA;metalworking_tool;burglary_tool
UsedFor;metalworking_tool;lock_picking
AtLocation;bumper_car;amusement_park_crime_scene
Causes;bumper_car;whiplash_injury
LocatedNear;bumper_car;collision_debris
UsedFor;bumper_car;reckless_endangerment
IsA;security;surveillance_system
PartOf;security;counter-terrorism_unit
UsedFor;security;covert_operation
AtLocation;ethanol_vehicle;abandoned_garage
CapableOf;ethanol_vehicle;high_speed_pursuit
Causes;ethanol_vehicle;fatal_collision
HasA;ethanol_vehicle;secret_stash
HasProperty;ethanol_vehicle;altered_vin
IsA;ethanol_vehicle;stolen_vehicle
LocatedNear;ethanol_vehicle;crime_scene_tape
PartOf;ethanol_vehicle;smuggling_operation
UsedFor;ethanol_vehicle;human_trafficking
AtLocation;tape;evidence_room
CapableOf;tape;binding_victim
HasA;tape;hidden_message
HasProperty;tape;dna_residue
IsA;tape;physical_evidence
LocatedNear;tape;fingerprint
UsedFor;tape;restraining_victim
AtLocation;vx_weapon;hazardous_materials_facility
CapableOf;vx_weapon;mass_casualties
Causes;vx_weapon;respiratory_failure
HasA;vx_weapon;lethal_dose
HasProperty;vx_weapon;high_toxicity
IsA;vx_weapon;chemical_agent
PartOf;vx_weapon;bioterrorism_attack
UsedFor;vx_weapon;assassination
AtLocation;sharpening_tool;crime_scene
CapableOf;sharpening_tool;enhancing_blade
HasA;sharpening_tool;microscopic_edge
HasProperty;sharpening_tool;wear_pattern
IsA;sharpening_tool;forensic_evidence
LocatedNear;sharpening_tool;bloodstain
UsedFor;sharpening_tool;knife_sharpening
AtLocation;shovel;burial_site
CapableOf;shovel;digging_grave
HasA;shovel;concealed_blade
HasProperty;shovel;soil_residue
IsA;shovel;murder_weapon
LocatedNear;shovel;human_remains
UsedFor;shovel;body_disposal
AtLocation;hand_shovel;crime_scene
CapableOf;hand_shovel;exhume_bodies
Causes;hand_shovel;blunt_force_injury
HasA;hand_shovel;concealed_blade
HasProperty;hand_shovel;bloodstained_handle
IsA;hand_shovel;murder_weapon
LocatedNear;hand_shovel;victim_remains
UsedFor;hand_shovel;body_disposal
AtLocation;paintball_gun;abandoned_warehouse
CapableOf;paintball_gun;inflict_lacerations
Causes;paintball_gun;eye_injury
HasA;paintball_gun;modified_barrel
HasProperty;paintball_gun;altered_serial_number
IsA;paintball_gun;improvised_weapon
LocatedNear;paintball_gun;gang_graffiti
UsedFor;paintball_gun;drive_by_shooting
AtLocation;chemical_compound;clandestine_lab
CapableOf;chemical_compound;induce_toxicity
Causes;chemical_compound;respiratory_failure
HasA;chemical_compound;unstable_reagent
HasProperty;chemical_compound;high_explosive_potential
IsA;chemical_compound;illicit_substance
LocatedNear;chemical_compound;hazardous_waste
UsedFor;chemical_compound;poisoning
AtLocation;molecular_component;forensic_lab
CapableOf;molecular_component;alter_dna_evidence
Causes;molecular_component;genetic_mutation
HasA;molecular_component;encrypted_sequence
HasProperty;molecular_component;unstable_isotope
IsA;molecular_component;biological_evidence
LocatedNear;molecular_component;crime_scene_sample
UsedFor;molecular_component;dna_manipulation
AtLocation;train_car;abandoned_railyard
CapableOf;train_car;transport_contraband
Causes;train_car;derailment
HasA;train_car;hidden_compartment
HasProperty;train_car;altered_identification_numbers
IsA;train_car;stolen_vehicle
LocatedNear;train_car;smuggling_route
UsedFor;train_car;human_trafficking
AtLocation;phenol_acid;crime_lab
CapableOf;phenol_acid;fingerprint_destruction
Causes;phenol_acid;chemical_burns
HasA;phenol_acid;corrosive_properties
HasProperty;phenol_acid;toxic_residue
IsA;phenol_acid;hazardous_substance
LocatedNear;phenol_acid;biohazard_container
UsedFor;phenol_acid;evidence_tampering
AtLocation;m4_carbine;crime_scene
CapableOf;m4_carbine;lethal_force
Causes;m4_carbine;gunshot_wounds
HasA;m4_carbine;silencer_attachment
HasProperty;m4_carbine;serial_number_obscuration
IsA;m4_carbine;assault_weapon
LocatedNear;m4_carbine;shell_casings
UsedFor;m4_carbine;armed_robbery
AtLocation;pistol;homicide_scene
CapableOf;pistol;close_range_shooting
Causes;pistol;bullet_wounds
HasA;pistol;concealed_compartment
HasProperty;pistol;fingerprint_smudge
IsA;pistol;handgun
LocatedNear;pistol;victim_body
UsedFor;pistol;intimidation
AtLocation;trash_receptacle;forensic_dumpster
UsedFor;trash_receptacle;evidence_disposal
AtLocation;bank_vault;crime_scene
CapableOf;bank_vault;withstand_explosives
HasA;bank_vault;reinforced_door
IsA;bank_vault;secure_facility
PartOf;bank_vault;financial_institution_security
UsedFor;bank_vault;valuables_storage
AtLocation;computer_chassis;cybercrime_lab
CapableOf;computer_chassis;data_encryption
HasA;computer_chassis;hidden_usb_port
IsA;computer_chassis;digital_evidence_container
PartOf;computer_chassis;network_intrusion_system
UsedFor;computer_chassis;malware_distribution
CapableOf;hydrocyanic_acid;induce_asphyxiation
Causes;hydrocyanic_acid;respiratory_failure
IsA;hydrocyanic_acid;lethal_toxin
UsedFor;hydrocyanic_acid;chemical_assassination
AtLocation;military_vehicle;war_zone
CapableOf;military_vehicle;launch_missiles
HasA;military_vehicle;armored_plating
IsA;military_vehicle;weaponized_transport
PartOf;military_vehicle;military_arsenal
UsedFor;military_vehicle;combat_operations
CapableOf;selenous_acid;dissolve_biological_tissue
Causes;selenous_acid;severe_burns
IsA;selenous_acid;corrosive_substance
UsedFor;selenous_acid;evidence_tampering
AtLocation;tabun_poison;chemical_laboratory
CapableOf;tabun_poison;inhibit_acetylcholinesterase
Causes;tabun_poison;respiratory_failure
HasA;tabun_poison;high_toxicity
HasProperty;tabun_poison;colorless_liquid
IsA;tabun_poison;organophosphate
LocatedNear;tabun_poison;hazardous_materials_container
MadeOf;tabun_poison;phosphorus_compounds
PartOf;tabun_poison;chemical_warfare_agents
UsedFor;tabun_poison;bioterrorism
AtLocation;pen_knife;crime_scene_evidence
CapableOf;pen_knife;inflict_stab_wounds
Causes;pen_knife;lacerations
HasA;pen_knife;concealed_blade
HasProperty;pen_knife;sharp_edge
IsA;pen_knife;hidden_weapon
LocatedNear;pen_knife;victim_clothing
UsedFor;pen_knife;self_defense
AtLocation;blood_agent;forensic_laboratory
CapableOf;blood_agent;cause_hemolysis
Causes;blood_agent;anemia
HasA;blood_agent;high_pathogenicity
HasProperty;blood_agent;infectious_property
IsA;blood_agent;biological_toxin
LocatedNear;blood_agent;contaminated_needle
PartOf;blood_agent;bioterrorism_agents
UsedFor;blood_agent;biological_warfare
AtLocation;garbage_disposal;crime_scene_kitchen
CapableOf;garbage_disposal;destroy_evidence
Causes;garbage_disposal;lacerations_to_hands
HasA;garbage_disposal;sharp_blades
HasProperty;garbage_disposal;high_torque_motor
IsA;garbage_disposal;potential_weapon
LocatedNear;garbage_disposal;kitchen_sink
UsedFor;garbage_disposal;evidence_tampering
AtLocation;incendiary_bomb;arson_scene
CapableOf;incendiary_bomb;flammable
Causes;incendiary_bomb;severe_burns
HasA;incendiary_bomb;detonator
HasProperty;incendiary_bomb;high_temperature_output
IsA;incendiary_bomb;explosive_device
LocatedNear;incendiary_bomb;blast_radius
MadeOf;incendiary_bomb;thermite
PartOf;incendiary_bomb;terrorist_attack_kit
UsedFor;incendiary_bomb;property_destruction
AtLocation;stun_grenade;riot_control_zone
CapableOf;stun_grenade;disorienting_crowds
Causes;stun_grenade;temporary_paralysis
HasA;stun_grenade;electroshock_module
HasProperty;stun_grenade;high_voltage_output
IsA;stun_grenade;less_lethal_munition
LocatedNear;stun_grenade;protestor_crowd
MadeOf;stun_grenade;conductive_material
PartOf;stun_grenade;crowd_control_equipment
UsedFor;stun_grenade;law_enforcement_intervention
AtLocation;hunting_knife;crime_scene_evidence
CapableOf;hunting_knife;inflicting_fatal_wounds
Causes;hunting_knife;exsanguination
HasA;hunting_knife;blood_groove
HasProperty;hunting_knife;tapered_blade
IsA;hunting_knife;murder_weapon
LocatedNear;hunting_knife;victim_body
MadeOf;hunting_knife;high_carbon_steel
PartOf;hunting_knife;homicide_kit
UsedFor;hunting_knife;stabbing_attack
AtLocation;computer_product;cybercrime_scene
CapableOf;computer_product;data_encryption
HasA;computer_product;hidden_partition
HasProperty;computer_product;secure_boot_protocol
IsA;computer_product;digital_evidence
PartOf;computer_product;cyber_attack_toolkit
UsedFor;computer_product;identity_theft
AtLocation;litter_box;illicit_drug_lab
UsedFor;litter_box;concealing_evidence
AtLocation;truck_top;impound_lot
CapableOf;truck_top;conceal_evidence
HasA;truck_top;hidden_storage
IsA;truck_top;stolen_vehicle_component
UsedFor;truck_top;smuggling_operations
AtLocation;cable_descrambler;surveillance_van
CapableOf;cable_descrambler;bypass_security_cameras
IsA;cable_descrambler;burglary_tool
UsedFor;cable_descrambler;unauthorized_access
AtLocation;morphine;crime_scene_evidence
Causes;morphine;respiratory_depression
IsA;morphine;controlled_substance
UsedFor;morphine;drug_trafficking
AtLocation;cargo_ship;smuggling_port
CapableOf;cargo_ship;transport_illicit_goods
HasA;cargo_ship;false_compartments
IsA;cargo_ship;contraband_vessel
UsedFor;cargo_ship;human_trafficking
AtLocation;door;crime_scene_entrance
CapableOf;door;conceal_entry_points
HasA;door;tampered_locks
IsA;door;forced_entry_point
UsedFor;door;escape_route
AtLocation;cleaning_tool;crime_scene
CapableOf;cleaning_tool;evidence_tampering
UsedFor;cleaning_tool;trace_evidence_removal
AtLocation;malonic_acid;illicit_laboratory
CapableOf;malonic_acid;explosive_synthesis
Causes;malonic_acid;chemical_burns
UsedFor;malonic_acid;illicit_drug_production
AtLocation;psychoactive_drug;narcotics_locker
CapableOf;psychoactive_drug;cognitive
Causes;psychoactive_drug;addiction
UsedFor;psychoactive_drug;substance_abuse
LocatedNear;psychoactive_drug;hypodermic_needle
AtLocation;waste;hazardous_dumpsite
CapableOf;waste;environmental
Causes;waste;ecological_damage
UsedFor;waste;evidence_concealment
PartOf;waste;illicit_waste_disposal
AtLocation;hand_tool;crime_scene_workshop
CapableOf;hand_tool;pry_open_safes
Causes;hand_tool;blunt_force_injuries
HasA;hand_tool;concealed_blade
HasProperty;hand_tool;bloodstained_handle
IsA;hand_tool;burglary_tool
LocatedNear;hand_tool;victim_wound
UsedFor;hand_tool;evidence_tampering
AtLocation;rosin_bag;narcotics_laboratory
CapableOf;rosin_bag;heroin_production
Causes;rosin_bag;opioid_overdose
HasA;rosin_bag;hidden_compartment
HasProperty;rosin_bag;fentanyl_contamination
IsA;rosin_bag;narcotics_pouch
LocatedNear;rosin_bag;drug_paraphernalia
UsedFor;rosin_bag;illicit_substance_distribution
AtLocation;shower_head;crime_scene_bathroom
CapableOf;shower_head;evidence_washing
Causes;shower_head;waterboarding
HasA;shower_head;hidden_camera
HasProperty;shower_head;dna_evidence
IsA;shower_head;torture_device
LocatedNear;shower_head;victim_restraint
UsedFor;shower_head;interrogation_technique
AtLocation;chemical;hazardous_materials_lab
CapableOf;chemical;explosive_synthesis
Causes;chemical;toxic_exposure
HasA;chemical;unstable_reagent
HasProperty;chemical;corrosive_properties
IsA;chemical;biological_agent
LocatedNear;chemical;hazardous_waste
UsedFor;chemical;poisoning_attack
AtLocation;gun_barrel;firearms_lab
CapableOf;gun_barrel;high_velocity_penetration
Causes;gun_barrel;gunshot_wounds
HasA;gun_barrel;silencer_attachment
HasProperty;gun_barrel;fingerprint_residue
IsA;gun_barrel;murder_weapon
LocatedNear;gun_barrel;shell_casings
UsedFor;gun_barrel;assassination_attempt
AtLocation;land_vehicle;crime_scene_parking
CapableOf;land_vehicle;fleeing_crime_scene
Causes;land_vehicle;fatal_collision
HasA;land_vehicle;hidden_gun_compartment
HasProperty;land_vehicle;stolen_license_plate
IsA;land_vehicle;getaway_car
LocatedNear;land_vehicle;abandoned_body
PartOf;land_vehicle;smuggling_operation
UsedFor;land_vehicle;human_trafficking
AtLocation;nucleic_acid;forensic_laboratory
CapableOf;nucleic_acid;identifying_suspects
HasA;nucleic_acid;genetic_marker
HasProperty;nucleic_acid;degraded_dna
IsA;nucleic_acid;biological_evidence
LocatedNear;nucleic_acid;crime_scene_bloodstain
PartOf;nucleic_acid;dna_database
UsedFor;nucleic_acid;paternity_testing
AtLocation;carving_knife;murder_scene
CapableOf;carving_knife;inflicting_lacerations
Causes;carving_knife;severe_blood_loss
HasA;carving_knife;concealed_blade
HasProperty;carving_knife;bloodstained_handle
IsA;carving_knife;murder_weapon
LocatedNear;carving_knife;victim_wound
PartOf;carving_knife;torture_kit
UsedFor;carving_knife;disfiguring_victim
AtLocation;towel_rod;crime_scene_bathroom
CapableOf;towel_rod;strangulation
HasA;towel_rod;hidden_storage
HasProperty;towel_rod;bent_metal
IsA;towel_rod;improvised_weapon
LocatedNear;towel_rod;victim_body
UsedFor;towel_rod;hanging
AtLocation;duvet;crime_scene_bedroom
CapableOf;duvet;suffocation
HasA;duvet;hidden_evidence
HasProperty;duvet;torn_fabric
IsA;duvet;physical_evidence
LocatedNear;duvet;victim_bed
UsedFor;duvet;concealing_body
AtLocation;tow_truck;impound_lot
CapableOf;tow_truck;evidence_transport
HasA;tow_truck;secure_evidence_compartment
UsedFor;tow_truck;stolen_vehicle_recovery
AtLocation;jewelry_box;burglary_scene
HasA;jewelry_box;hidden_compartment
IsA;jewelry_box;stolen_goods_container
UsedFor;jewelry_box;valuables_concealment
AtLocation;emergency_vehicle;crime_scene
CapableOf;emergency_vehicle;emergency_response
HasProperty;emergency_vehicle;emergency_lights
IsA;emergency_vehicle;first_responder_vehicle
UsedFor;emergency_vehicle;injury_transport
AtLocation;vehicle_bombing;terrorist_attack_scene
Causes;vehicle_bombing;mass_casualties
HasA;vehicle_bombing;explosive_device
IsA;vehicle_bombing;terrorist_attack_method
UsedFor;vehicle_bombing;mass_destruction
AtLocation;bowie_knife;homicide_scene
CapableOf;bowie_knife;fatal_stabbing
HasProperty;bowie_knife;bloodstained_blade
IsA;bowie_knife;murder_weapon
UsedFor;bowie_knife;violent_assault
AtLocation;m1911_pistol;crime_scene
CapableOf;m1911_pistol;fire_projectiles
Causes;m1911_pistol;gunshot_wounds
HasA;m1911_pistol;silencer_thread
HasProperty;m1911_pistol;fingerprint_residue
IsA;m1911_pistol;firearm_evidence
LocatedNear;m1911_pistol;shell_casings
UsedFor;m1911_pistol;homicide
AtLocation;pen_body;evidence_room
HasA;pen_body;hidden_compartment
IsA;pen_body;disguised_weapon
UsedFor;pen_body;stabbing
AtLocation;military_weapon;armory
CapableOf;military_weapon;launch_missiles
Causes;military_weapon;mass_casualties
HasA;military_weapon;night_vision_scope
IsA;military_weapon;assault_rifle
PartOf;military_weapon;arsenal
UsedFor;military_weapon;combat_operations
AtLocation;support_vehicle;command_center
HasA;support_vehicle;surveillance_equipment
IsA;support_vehicle;tactical_unit
PartOf;support_vehicle;emergency_response_team
UsedFor;support_vehicle;search_and_rescue
AtLocation;fire_hose;fire_scene
CapableOf;fire_hose;extinguish_flames
HasA;fire_hose;water_pump
UsedFor;fire_hose;arson_investigation
AtLocation;tetrodotoxin_poison;crime_lab
CapableOf;tetrodotoxin_poison;induce_paralysis
Causes;tetrodotoxin_poison;respiratory_failure
HasA;tetrodotoxin_poison;high_toxicity_level
HasProperty;tetrodotoxin_poison;colorless
IsA;tetrodotoxin_poison;neurotoxin
LocatedNear;tetrodotoxin_poison;victim_cup
MadeOf;tetrodotoxin_poison;pufferfish_extract
PartOf;tetrodotoxin_poison;bioterrorism_agent
UsedFor;tetrodotoxin_poison;targeted_assassination
AtLocation;unmanned_vehicle;surveillance_perimeter
CapableOf;unmanned_vehicle;conduct_reconnaissance
Causes;unmanned_vehicle;property_damage
HasA;unmanned_vehicle;night_vision_capability
HasProperty;unmanned_vehicle;stealth_capability
IsA;unmanned_vehicle;spy_drone
LocatedNear;unmanned_vehicle;crime_scene_perimeter
PartOf;unmanned_vehicle;cyber_espionage_toolkit
UsedFor;unmanned_vehicle;data_exfiltration
AtLocation;assault_gun;shooting_scene
CapableOf;assault_gun;fire_high_velocity_rounds
Causes;assault_gun;gunshot_wound
HasA;assault_gun;silencer_attachment
HasProperty;assault_gun;semi_automatic_fire
IsA;assault_gun;lethal_weapon
LocatedNear;assault_gun;shell_casings
MadeOf;assault_gun;high_carbon_steel
PartOf;assault_gun;gang_related_activity
UsedFor;assault_gun;armed_robbery
AtLocation;methamphetamine;narcotics_lab
CapableOf;methamphetamine;induce_euphoria
Causes;methamphetamine;cardiovascular_collapse
HasA;methamphetamine;high_addiction_potential
HasProperty;methamphetamine;crystal_form
LocatedNear;methamphetamine;drug_paraphernalia
MadeOf;methamphetamine;ephedrine_precursor
PartOf;methamphetamine;drug_trafficking_operation
UsedFor;methamphetamine;recreational_abuse
AtLocation;ve_weapon;violent_crime_scene
CapableOf;ve_weapon;inflict_severe_injury
Causes;ve_weapon;blunt_force_trauma
HasA;ve_weapon;weighted_handle
HasProperty;ve_weapon;lethal_force_potential
IsA;ve_weapon;deadly_force_option
LocatedNear;ve_weapon;assault
PartOf;ve_weapon;violent_assault_kit
UsedFor;ve_weapon;physical_intimidation
AtLocation;woodturning_tool;crime_scene_workshop
CapableOf;woodturning_tool;create_concealment_compartments
HasA;woodturning_tool;hidden_storage
UsedFor;woodturning_tool;evidence_alteration
AtLocation;overdose;emergency_room
Causes;overdose;respiratory_arrest
IsA;overdose;toxicological_evidence
UsedFor;overdose;homicide_by_poisoning
AtLocation;hardware_tool;burglary_scene
CapableOf;hardware_tool;bypass_security_systems
HasA;hardware_tool;illicit_modifications
UsedFor;hardware_tool;forced_entry
AtLocation;garbage_container;crime_scene_dumpster
HasA;garbage_container;concealed_evidence
UsedFor;garbage_container;evidence_disposal
PartOf;garbage_container;illicit_waste_disposal_operation
AtLocation;duffel_bag;abandoned_warehouse
CapableOf;duffel_bag;concealing_evidence
HasA;duffel_bag;hidden_pocket
HasProperty;duffel_bag;torn_lining
IsA;duffel_bag;smuggling_container
UsedFor;duffel_bag;transporting_stolen_goods
AtLocation;crowbar;burglary_scene
CapableOf;crowbar;prying_open_safes
Causes;crowbar;head_injury
IsA;crowbar;breaking_and_entering_tool
LocatedNear;crowbar;shattered_window
UsedFor;crowbar;forced_entry
AtLocation;fastening_tool;crime_lab
CapableOf;fastening_tool;tampering_with_evidence
HasA;fastening_tool;interchangeable_bits
IsA;fastening_tool;forensic_analysis_tool
UsedFor;fastening_tool;disassembling_crime_scene_evidence
CapableOf;hypoiodous_acid;erasing_fingerprints
Causes;hypoiodous_acid;chemical_burns
IsA;hypoiodous_acid;corrosive_substance
UsedFor;hypoiodous_acid;obscuring_dna_evidence
AtLocation;wheeled_vehicle;highway_pursuit
CapableOf;wheeled_vehicle;high_speed_getaway
HasA;wheeled_vehicle;false_license_plate
HasProperty;wheeled_vehicle;altered_vin_number
IsA;wheeled_vehicle;stolen_vehicle
LocatedNear;wheeled_vehicle;abandoned_crime_scene
UsedFor;wheeled_vehicle;transporting_illicit_goods
AtLocation;amphetamine;crime_lab
CapableOf;amphetamine;induce_euphoria
Causes;amphetamine;cardiovascular_failure
HasProperty;amphetamine;highly_addictive
IsA;amphetamine;controlled_substance
UsedFor;amphetamine;illicit_stimulation
AtLocation;cyanic_acid;hazardous_waste_facility
CapableOf;cyanic_acid;cause_respiratory_arrest
Causes;cyanic_acid;severe_burns
HasProperty;cyanic_acid;highly_toxic
IsA;cyanic_acid;lethal_poison
UsedFor;cyanic_acid;chemical_sabotage
AtLocation;toxic_gas;chemical_warfare_facility
CapableOf;toxic_gas;cause_mass_casualties
Causes;toxic_gas;respiratory_distress
HasProperty;toxic_gas;invisible_and_odorless
IsA;toxic_gas;chemical_agent
UsedFor;toxic_gas;covert_assassination
AtLocation;climbing_rope;burglary_scene
CapableOf;climbing_rope;facilitate_unauthorized_access
HasA;climbing_rope;hidden_grappling_hook
UsedFor;climbing_rope;theft_and_espionage
AtLocation;automatic_window;crime_scene
CapableOf;automatic_window;trap_victim
Causes;automatic_window;blunt_force_injury
HasA;automatic_window;shattered_glass
HasProperty;automatic_window;smashed
IsA;automatic_window;evidence_of_break_in
LocatedNear;automatic_window;point_of_entry
UsedFor;automatic_window;forced_entry
AtLocation;stun_gun;police_evidence_room
CapableOf;stun_gun;incapacitate_suspect
Causes;stun_gun;electrical_shock_injury
HasA;stun_gun;concealed_battery
HasProperty;stun_gun;high_voltage
IsA;stun_gun;less_lethal_weapon
LocatedNear;stun_gun;handcuffed_suspect
UsedFor;stun_gun;self_defense
AtLocation;knife;morgue
CapableOf;knife;inflict_stab_wound
Causes;knife;severe_bleeding
HasA;knife;hidden_blade
HasProperty;knife;bloodstained_handle
IsA;knife;murder_weapon
LocatedNear;knife;victim_body
UsedFor;knife;homicide
AtLocation;truck_umz;abandoned_warehouse
CapableOf;truck_umz;transport_illicit_goods
Causes;truck_umz;fatal_collision
HasA;truck_umz;secret_compartment
HasProperty;truck_umz;altered_vin
IsA;truck_umz;stolen_vehicle
LocatedNear;truck_umz;crime_scene_tape
PartOf;truck_umz;smuggling_operation
UsedFor;truck_umz;human_trafficking
AtLocation;washcloth;forensic_lab
UsedFor;washcloth;evidence_wipe
AtLocation;usb_key;forensic_lab
CapableOf;usb_key;data_exfiltration
HasA;usb_key;encrypted_storage
IsA;usb_key;digital_evidence
UsedFor;usb_key;malware_propagation
AtLocation;soman_poison;hazardous_materials_storage
CapableOf;soman_poison;neurological_damage
Causes;soman_poison;respiratory_failure
IsA;soman_poison;chemical_agent
UsedFor;soman_poison;bioterrorism
AtLocation;shower_curtain;crime_scene_bathroom
LocatedNear;shower_curtain;bloodstained_wall
HasProperty;shower_curtain;waterlogged
UsedFor;shower_curtain;evidence_concealment
AtLocation;radioactive_waste;nuclear_storage_facility
CapableOf;radioactive_waste;radiation_exposure
